age,gender,profiles,cases,score
25,Male,1,2,
29,Male,1,1,
22,Male,1,4,
,Female,1,0,
34,Male,1,1,
29,Male,2,0,
27,Male,1,1,5
29,Male,1,1,
28,Male,1,3,
26,Male,1,0,
24,Female,2,1,
20,Male,1,0,
30,Male,2,1,
,Male,2,0,
21,Male,1,1,
50,Male,2,1,5
30,Male,3,1,5
26,Male,2,1,
25,Female,2,0,
20,Male,2,1,
22,Male,2,0,
22,Male,1,1,
,Male,1,0,
22,Male,1,1,
30,Male,1,0,
31,Female,1,0,
29,Male,3,3,
24,Male,2,1,
,Male,1,0,
31,Male,4,1,5
31,Male,2,1,
25,Male,1,1,
33,Male,1,0,
22,Female,1,3,5
,Male,1,0,
20,Male,1,1,
22,Male,1,1,
24,Female,1,1,
31,Female,1,1,
26,Male,1,1,
53,Male,1,1,
36,Male,1,1,
29,Female,1,1,
28,Female,1,1,
126,Male,1,0,
58,Male,4,0,
25,Male,1,1,
36,Male,3,1,5
19,Male,1,2,
23,Male,2,1,
22,Male,1,0,
19,Male,3,0,
28,Male,1,2,
33,Male,3,1,5
30,Male,1,0,
23,Female,1,1,
32,Male,1,2,3
25,Male,1,1,
26,Male,1,1,
20,Male,1,1,
33,Male,2,0,
25,Male,1,0,
32,Male,2,2,5
,Male,3,1,4
40,Male,1,0,
19,Male,1,0,
35,Female,2,2,
27,Male,1,1,
26,Male,1,0,
20,Female,1,2,
26,Male,1,1,
25,Male,1,1,
,Male,2,0,
21,Male,1,0,
50,Male,1,0,
26,Male,2,2,
26,Male,2,0,
25,Male,2,0,
27,Female,1,1,
26,Male,1,2,
32,Male,2,0,
31,Male,1,1,
27,Male,1,2,
56,Male,1,0,
25,Female,1,1,
38,Female,1,0,
45,Male,2,1,
26,Male,1,1,
43,Female,1,1,5
28,Male,1,0,
22,Female,1,1,
31,Male,1,0,
25,Male,1,2,
24,Female,2,0,
28,Male,1,1,
27,Male,1,0,
26,Male,4,3,
27,Male,1,1,
28,Male,1,1,
,Female,2,0,
,Male,1,0,
18,Female,2,1,5
29,Female,1,1,
35,Male,1,1,
,Male,1,0,
51,Female,2,0,
30,Male,1,2,5
26,Male,1,0,
17,Female,1,0,
21,Male,1,0,
,Male,1,0,
29,Male,1,1,
18,Male,1,0,
,Male,2,0,
22,Male,1,0,
18,Female,3,1,
27,Male,2,3,
20,Male,1,1,
41,Male,2,0,
28,Male,3,2,
25,Female,1,1,
27,Male,1,0,
46,Male,3,1,
19,Male,2,1,
19,Female,3,1,
23,Female,1,1,
,Female,2,0,
33,Male,1,1,
20,Male,1,2,
27,Male,1,1,
31,Male,2,1,5
24,Male,2,2,
24,Female,1,1,
26,Male,3,0,
26,Female,2,0,
28,Male,1,1,
,Male,2,1,5
26,Male,1,0,
25,Female,1,1,
,Male,1,0,
30,Male,3,2,
26,Female,1,5,
20,Male,2,0,
22,Male,1,2,
19,Male,2,1,
19,Female,1,0,
16,Male,1,0,
28,Male,1,0,
30,Female,1,2,
32,Male,2,3,
28,Male,1,0,
22,Male,1,1,
22,Male,2,4,
27,Male,1,1,5
37,Male,1,1,
27,Female,1,1,
29,Male,1,1,
22,Male,1,1,
24,Male,1,1,
26,Male,4,5,
22,Male,1,2,5
34,Male,1,2,5
23,Female,2,1,
,Female,2,1,
26,Female,1,0,
,Female,3,2,
22,Male,1,1,
,Male,2,1,5
21,Male,1,1,
22,Male,1,2,
22,Male,3,9,5
24,Male,1,1,
21,Male,1,2,
20,Male,1,1,
30,Male,1,2,5
39,Female,1,4,5
24,Male,4,3,
23,Male,1,1,
26,Female,1,2,
,Male,3,1,
22,Male,2,0,
28,Male,2,0,
33,Female,2,1,
28,Female,1,2,
25,Male,1,1,
46,Male,4,0,
21,Male,1,1,
42,Male,2,2,
26,Male,1,1,
32,Female,2,2,
23,Male,2,0,
27,Male,1,1,
26,Female,2,1,
37,Male,1,1,
30,Male,2,2,
23,Female,1,1,
,Male,2,1,
19,Male,2,1,
22,Female,1,1,
64,Male,2,0,
,Male,2,1,
22,Female,2,1,
22,Male,1,1,
30,Male,1,0,
,Female,1,0,
30,Female,1,0,
22,Female,1,2,
27,Male,3,3,
24,Male,2,2,
34,Male,2,0,
35,Female,2,3,
68,Male,1,1,5
26,Male,1,2,
18,Female,1,10,4
,Male,1,0,
22,Male,1,1,
31,Male,1,1,
19,Male,1,1,
24,Male,1,1,
19,Male,1,1,
24,Male,1,1,
,Male,2,0,
,Female,4,3,
26,Male,1,1,
23,Female,1,1,
20,Male,2,1,
37,Female,1,1,
31,Female,1,2,5
21,Male,1,1,
23,Female,1,1,
31,Female,1,1,
20,Male,1,1,
25,Female,1,1,
25,Female,1,1,
21,Male,3,0,
,Male,4,5,5
24,Male,3,1,5
36,Female,1,0,
24,Male,1,1,
32,Male,1,1,
38,Male,3,5,
24,Female,2,1,5
,Male,2,0,
29,Male,3,1,
31,Male,2,1,
21,Male,1,2,4
20,Female,1,1,
,Male,1,0,
21,Male,1,0,
27,Male,1,2,4
23,Female,2,1,
27,Male,3,6,5
21,Male,1,1,
26,Female,2,1,
27,Male,1,1,
23,Male,1,1,
22,Male,1,1,
22,Male,1,6,5
25,Female,1,1,
29,Male,3,1,
27,Male,1,0,
22,Female,1,1,
20,Male,1,1,
28,Female,1,1,
30,Male,1,0,
37,Male,1,0,
20,Male,1,1,5
27,Male,1,1,4
19,Male,1,1,
17,Male,2,0,
31,Male,5,1,
,Female,1,0,
,Male,1,0,
22,Male,1,2,5
27,Male,1,1,
35,Female,1,1,
18,Female,1,0,
31,Male,1,1,
37,Male,2,1,
24,Female,1,1,
28,Male,2,1,
,Female,1,0,
,Male,3,1,
,Male,3,1,
25,Male,4,0,
28,Male,2,2,
24,Male,1,0,
26,Female,1,1,
24,Male,5,1,5
37,Male,1,1,
24,Male,2,0,
28,Male,1,1,
,Male,2,1,
19,Male,1,1,
28,Male,1,0,
29,Male,1,0,
23,Male,2,1,2
19,Male,1,1,
32,Male,1,1,
28,Female,1,1,
23,Male,1,1,
,Male,3,1,
26,Male,1,2,
28,Male,1,1,
24,Male,2,1,
35,Male,1,1,5
24,Female,1,1,
,Male,2,0,
,Male,2,0,
33,Male,4,1,5
52,Male,1,1,
28,Female,1,2,5
29,Male,1,0,
50,Male,3,0,
32,Male,1,1,5
35,Female,1,0,
36,Male,1,0,
24,Male,1,1,
,Male,1,0,
23,Male,1,0,
18,Male,1,3,
31,Male,2,1,
25,Male,1,0,
,Male,2,0,
47,Male,1,1,5
29,Male,2,1,
49,Male,2,0,
18,Male,1,1,
26,Male,2,1,
35,Male,1,0,
21,Male,2,0,
,Male,2,0,
36,Male,2,0,
24,Female,2,1,
27,Male,1,2,
46,Male,1,0,
55,Male,1,0,
25,Male,1,0,
21,Male,1,0,
24,Female,1,1,
48,Male,2,1,5
22,Male,1,1,3
25,Male,1,2,5
68,Male,2,0,
19,Male,1,0,
,Male,2,1,
30,Male,3,1,
25,Male,1,4,5
29,Male,1,1,
25,Male,1,0,
28,Male,1,1,
29,Male,2,0,
,Male,1,0,
41,Male,1,1,
27,Male,1,0,
19,Male,2,1,
35,Male,1,2,5
29,Female,1,1,
30,Male,1,0,
29,Female,1,1,
29,Male,1,3,
20,Male,2,2,
36,Male,2,4,5
,Male,2,0,
25,Male,1,1,
28,Male,2,4,
33,Female,1,1,5
27,Male,3,5,
28,Male,1,2,
31,Male,2,3,4
28,Male,1,1,
31,Male,2,1,
27,Female,1,0,
23,Male,2,0,
,Male,2,0,
,Male,1,0,
24,Female,3,3,5
,Male,1,0,
28,Male,2,2,4
35,Male,1,0,
24,Female,1,1,
31,Male,1,0,
38,Male,1,1,
29,Male,1,1,
22,Male,1,1,5
22,Female,1,2,
31,Male,1,0,
25,Male,1,1,
24,Male,1,1,
28,Male,1,1,
20,Female,3,0,
24,Male,2,0,
35,Male,1,1,
28,Male,2,2,5
,Male,2,1,
20,Female,1,1,
21,Female,1,2,
13,Female,3,0,
,Male,4,2,
22,Female,2,1,
24,Male,1,3,
46,Male,2,1,5
40,Female,3,1,5
30,Male,1,2,5
34,Male,1,1,
27,Female,1,1,5
26,Male,1,0,
28,Male,3,1,
26,Male,2,1,4
26,Male,1,1,
26,Male,1,1,
25,Male,1,0,
24,Male,1,1,
23,Male,2,1,
,Male,1,0,
42,Male,1,0,
50,Male,1,0,
31,Male,2,1,5
27,Male,1,0,
26,Male,1,2,
23,Female,2,1,
31,Male,1,0,
34,Male,1,0,
,Male,2,2,5
30,Male,1,0,
25,Female,3,2,4
22,Male,1,1,
21,Male,1,0,
,Male,2,1,5
25,Male,1,1,5
,Female,1,0,
21,Female,1,1,
27,Male,1,1,
32,Male,1,1,
,Male,1,0,
22,Male,1,2,
28,Female,1,3,
33,Female,2,0,
22,Female,1,1,
,Male,1,0,
23,Female,3,1,4
19,Male,1,1,
20,Male,1,1,
,Male,1,0,
,Female,3,0,
40,Male,2,0,
28,Male,1,1,
42,Male,2,1,
34,Male,2,0,
24,Female,1,1,
30,Female,2,2,
19,Male,1,2,
24,Male,1,1,
27,Male,1,0,
26,Female,1,1,
22,Male,4,6,
20,Male,1,1,
33,Male,1,0,
26,Male,1,1,
24,Female,1,1,
18,Male,1,1,
27,Male,4,1,
31,Male,4,3,
22,Male,1,0,
,Male,2,0,
,Male,2,0,
23,Female,2,1,
21,Male,1,1,
23,Male,1,1,
19,Male,1,1,
33,Female,2,1,
25,Female,1,1,4
24,Male,1,0,
19,Female,1,1,
,Male,2,0,
24,Male,1,1,
,Female,3,1,
30,Female,3,1,
,Male,2,0,
29,Male,1,1,
255,Male,1,0,
25,Female,4,3,
29,Male,1,1,
25,Male,1,0,
20,Male,1,0,
,Female,1,0,
26,Male,1,2,5
28,Male,3,3,
22,Female,1,0,
27,Female,1,1,
29,Male,2,1,
24,Male,1,0,
25,Male,1,1,
25,Female,1,1,
22,Male,1,0,
22,Female,1,0,
,Male,3,3,4
,Male,3,1,
27,Male,1,6,5
,Male,2,0,
27,Female,3,4,
21,Male,2,1,
39,Male,1,0,
30,Male,1,1,
,Female,2,1,5
21,Male,1,1,
22,Male,1,1,
26,Male,1,1,
25,Male,1,2,4
24,Male,2,1,
,Female,3,1,
25,Female,1,0,
27,Female,1,1,4
29,Male,1,0,
24,Female,1,1,5
18,Male,2,2,
27,Male,1,0,
35,Female,2,0,
,Male,1,0,
26,Male,1,1,5
31,Male,1,1,5
,Male,3,1,
31,Male,1,0,
39,Male,3,2,4
,Male,2,0,
26,Male,1,1,
30,Female,1,1,
22,Male,1,1,
26,Male,1,2,
23,Male,1,3,
50,Female,3,1,
28,Male,2,1,
20,Female,1,0,
44,Male,1,1,
38,Male,2,2,
,Male,2,0,
22,Male,4,0,
36,Male,1,0,
27,Male,1,1,
20,Male,2,0,
20,Male,2,1,5
24,Male,2,0,
21,Male,1,1,
33,Female,3,1,
26,Male,3,1,
16,Male,1,0,
65,Female,1,2,
21,Male,1,1,
24,Male,2,0,
28,Male,1,0,
19,Male,1,1,
21,Male,1,1,
30,Male,1,2,
27,Male,1,1,
25,Female,1,1,
49,Male,1,0,
24,Male,1,1,5
24,Male,1,2,
21,Male,3,1,
18,Female,2,1,
22,Female,1,0,
59,Male,2,1,
23,Male,3,1,5
57,Male,1,0,
22,Male,1,0,
21,Male,2,0,
40,Female,1,1,5
24,Male,1,1,
36,Male,4,8,
26,Male,3,0,
26,Male,1,5,
20,Male,1,2,
,Male,2,0,
23,Female,3,1,
32,Male,1,1,
24,Female,1,1,
19,Female,1,1,
27,Male,1,1,
18,Male,2,0,
56,Male,2,0,
,Male,3,1,
41,Male,2,0,
31,Male,2,1,
,Male,1,0,
47,Male,4,0,
32,Male,2,1,
20,Male,1,0,
26,Male,2,0,
18,Male,1,1,
21,Male,1,1,
26,Male,1,0,
23,Male,1,1,
,Male,7,1,5
22,Male,1,1,
,Male,1,0,
28,Male,2,0,
24,Male,1,1,
21,Male,1,1,
,Female,1,0,
20,Female,2,0,
24,Male,1,0,
28,Male,1,0,
29,Female,3,4,
46,Female,1,0,
42,Female,2,5,5
35,Male,2,2,5
23,Male,1,1,5
36,Male,1,0,
22,Male,1,1,
27,Male,1,1,5
18,Male,2,1,
28,Male,1,0,
29,Male,1,0,
18,Female,1,0,
20,Male,1,0,
31,Male,2,0,
22,Male,1,4,
24,Female,1,1,5
40,Male,1,0,
45,Male,2,1,
33,Male,1,2,
17,Male,1,0,
28,Male,2,0,
22,Male,1,1,
22,Female,2,1,
61,Male,1,0,
22,Female,3,1,
21,Male,1,1,
27,Female,1,1,
,Male,2,0,
20,Female,1,4,
26,Male,1,1,5
22,Male,1,0,
27,Male,4,4,
32,Male,2,1,5
24,Female,1,1,
45,Male,4,3,5
,Male,1,0,
36,Male,1,1,
21,Female,1,2,
32,Male,1,1,5
23,Male,1,1,
32,Male,4,0,
,Male,2,0,
,Male,2,0,
35,Male,2,0,
27,Female,2,1,
24,Male,1,0,
19,Male,1,0,
,Male,2,1,
21,Male,1,0,
28,Female,1,2,
15,Male,2,0,
30,Male,1,1,5
28,Female,2,0,
,Male,1,0,
42,Male,1,0,
28,Male,2,0,
28,Male,3,1,
22,Male,2,1,
24,Male,1,0,
34,Male,2,2,5
31,Male,1,0,
58,Male,1,0,
39,Male,1,2,
33,Male,3,3,5
22,Male,1,3,2
30,Male,1,2,
,Male,2,0,
22,Male,2,1,
,Male,2,0,
26,Male,2,1,
29,Male,2,1,
36,Male,1,0,
30,Male,2,1,5
19,Male,1,1,
25,Female,1,1,
24,Female,1,1,
30,Male,1,1,
35,Male,1,0,
53,Male,2,0,
36,Male,1,0,
41,Female,2,2,5
24,Male,3,1,
24,Male,1,0,
36,Male,3,2,
30,Female,2,2,
27,Female,2,1,
37,Male,2,1,
22,Male,1,1,
26,Female,1,1,
,Male,2,2,5
,Male,1,0,
25,Male,2,1,
34,Male,3,2,
21,Male,1,2,5
27,Male,2,0,
33,Male,1,0,
52,Female,1,0,
20,Female,1,2,
31,Male,1,0,
20,Male,1,0,
31,Male,2,0,
22,Female,1,2,
20,Male,3,1,
25,Female,1,1,
38,Female,1,1,
26,Male,1,2,5
22,Male,2,1,
,Female,2,0,
38,Male,1,1,
21,Male,2,1,
19,Male,1,0,
27,Male,1,0,
,Male,1,0,
19,Female,1,1,
20,Male,2,1,
29,Male,1,2,
40,Female,1,2,4
,Male,2,1,
38,Female,1,1,
25,Male,1,1,5
28,Male,1,0,
33,Male,1,0,
19,Male,1,3,5
33,Male,1,2,
28,Female,2,1,
,Male,1,0,
22,Male,1,1,
,Male,2,0,
23,Male,1,3,
38,Male,1,0,
,Male,1,0,
20,Female,2,1,
,Male,1,0,
23,Male,2,0,
33,Male,2,1,
26,Male,1,1,3
29,Female,1,1,5
25,Male,1,0,
23,Male,2,0,
21,Male,2,0,
21,Male,1,0,
31,Male,1,1,
20,Male,1,0,
17,Male,2,0,
24,Male,1,2,
,Female,2,2,5
25,Female,1,1,5
22,Female,1,0,
25,Male,1,2,3
15,Male,1,0,
21,Male,1,1,
28,Male,1,1,5
24,Female,2,1,5
19,Male,1,0,
41,Female,3,2,5
29,Male,1,2,
25,Male,1,0,
,Male,1,0,
22,Female,1,1,
49,Male,1,1,
20,Female,1,0,
19,Male,1,0,
39,Male,1,0,
32,Male,5,3,
,Female,3,1,
18,Male,1,1,
23,Male,1,0,
35,Male,1,0,
39,Male,3,2,
27,Female,1,2,1
,Male,1,0,
25,Female,1,1,
25,Male,1,1,
27,Male,1,1,5
22,Female,1,1,
22,Female,3,1,
30,Male,1,1,
23,Female,1,0,
31,Male,2,0,
24,Male,2,1,
25,Male,1,0,
28,Male,1,1,
20,Female,1,1,
22,Male,1,1,4
22,Male,1,0,
26,Male,1,1,5
21,Female,2,1,
24,Male,1,1,
28,Male,1,1,
,,,0,
26,Female,1,3,4
36,Male,3,3,4
22,Male,1,2,
30,Male,1,0,
25,Male,1,0,
17,Female,2,1,
21,Male,1,1,
22,Female,2,0,
22,Male,1,0,
,Male,2,2,
32,Male,1,2,
25,Female,1,0,
,Male,2,0,
32,Male,2,0,
24,Male,1,1,
26,Male,2,3,
,Male,2,0,
,Male,1,0,
25,Male,1,0,
34,Male,1,2,
26,Male,3,1,5
25,Male,4,4,5
44,Male,2,0,
18,Male,1,0,
,Female,2,0,
26,Female,1,1,
26,Male,1,1,5
28,Male,1,1,
34,Male,1,1,5
44,Female,2,0,
24,Female,1,2,5
25,Male,1,0,
27,Male,3,1,
18,Male,1,3,
29,Male,1,1,
47,Female,1,0,
34,Male,1,2,
53,Female,2,1,
26,Male,1,0,
27,Female,3,1,
29,Male,1,1,
29,Female,1,1,
22,Female,1,1,
28,Female,1,1,
25,Male,1,2,
24,Male,1,0,
21,Male,1,1,
20,Male,1,1,
22,Male,1,2,
46,Male,1,0,
,Male,1,0,
21,Female,2,0,
35,Male,2,3,
32,Male,2,1,
29,Male,1,2,
29,Male,2,0,
,Female,3,0,
41,Male,1,1,
29,Male,3,1,5
25,Female,2,2,5
22,Male,1,0,
43,Male,1,0,
38,Male,1,0,
28,Female,1,1,
23,Male,1,0,
33,Male,1,2,4
31,Male,2,1,
25,Male,1,0,
26,Female,1,1,
17,Male,1,0,
22,Male,1,1,
39,Female,1,2,5
,Male,2,0,
16,Others,3,0,
21,Male,1,0,
,Male,2,0,
26,Male,2,1,
23,Male,1,1,
28,Female,1,0,
22,Female,2,1,
28,Male,2,0,
24,Female,2,1,
24,Male,1,2,3
24,Female,1,1,5
25,Male,3,1,
38,Male,1,0,
21,Male,1,1,
24,Female,1,1,
35,Male,2,1,5
,Male,1,0,
31,Male,1,2,5
,Female,1,0,
24,Male,1,1,
25,Male,1,1,5
24,Male,1,1,3
18,Male,1,1,
24,Female,1,0,
,Male,3,0,
23,Female,2,0,
28,Female,1,0,
,Male,1,0,
25,Male,1,2,
23,Female,1,0,
32,Male,2,1,5
26,Female,1,2,
,Male,1,0,
24,Female,2,1,
26,Female,1,0,
,Male,2,1,
36,Male,3,1,5
26,Male,2,1,
27,Male,2,1,
32,Male,1,0,
22,Male,1,1,
36,Male,1,0,
31,Male,1,1,
24,Male,1,0,
35,Male,1,1,
30,Male,1,1,
30,Male,1,1,
27,Male,2,1,5
,Male,2,0,
,Male,3,1,
41,Male,1,3,5
,Male,3,1,
19,Male,1,0,
28,Male,1,1,
31,Male,1,0,
27,Male,1,0,
24,Female,1,1,
24,Male,3,3,
21,Male,2,1,
27,Female,1,1,5
30,Female,1,1,
21,Male,1,0,
28,Male,1,0,
30,Male,2,1,
29,Male,1,1,
,Male,2,0,
,Male,3,1,
29,Female,1,0,
21,Female,1,0,
33,Male,2,0,
15,Male,2,0,
21,Male,1,1,
31,Male,1,1,
21,Male,2,3,5
22,Female,2,0,
37,Male,3,0,
35,Male,1,0,
24,Female,1,0,
,Male,1,0,
24,Male,1,1,
,Male,1,0,
29,Female,1,2,5
28,Male,1,0,
50,Male,6,4,
33,Male,1,0,
62,Female,1,0,
25,Female,1,2,
21,Male,1,1,
32,Male,1,0,
31,Male,1,1,
23,Male,1,0,
20,Male,4,2,
28,Male,1,0,
27,Male,1,0,
40,Male,2,0,
29,Male,3,2,5
28,Female,1,1,5
22,Male,1,1,4
28,Male,1,2,
43,Male,1,0,
23,Male,1,1,
19,Female,3,1,
30,Male,1,0,
33,Male,1,0,
33,Male,1,1,3
22,Male,1,1,
30,Female,1,1,
22,Male,1,0,
27,Female,1,2,
30,Female,1,1,5
,Male,4,0,
34,Male,1,0,
23,Male,1,2,5
22,Male,1,1,5
24,Male,1,1,
18,Male,1,1,
23,Male,1,0,
19,Male,1,2,
39,Male,1,0,
,Male,2,0,
,Male,1,0,
25,Male,1,3,
40,Male,6,0,
,Male,1,0,
21,Male,1,1,
25,Male,1,2,
18,Male,2,3,5
22,Male,1,3,
27,Male,2,0,
26,Female,1,4,
27,Male,2,1,
18,Male,1,0,
24,Male,1,1,
20,Male,1,1,
24,Male,3,0,
25,Male,1,1,5
33,Male,1,0,
30,Male,1,3,
19,Male,1,1,4
26,Male,1,1,2
19,Female,2,0,
25,Male,4,5,
,Male,2,0,
40,Male,1,2,5
23,Male,1,1,
25,Male,2,0,
27,Male,1,1,
,Male,1,0,
23,Male,3,0,
27,Female,4,4,5
31,Male,4,8,
23,Male,1,1,
34,Female,1,2,
40,Male,1,1,5
,Male,1,0,
30,Female,1,0,
55,Female,2,1,5
19,Male,1,1,
32,Male,3,1,5
24,Male,1,1,
22,Male,1,1,
28,Male,1,0,
24,Male,1,1,
23,Male,1,1,
,Male,1,0,
29,Male,3,0,
26,Female,1,1,
22,Female,1,1,
,Female,2,0,
21,Male,1,0,
23,Male,1,0,
27,Male,2,0,
28,Female,1,1,
22,Female,1,2,
,Male,2,0,
,Female,1,0,
23,Female,1,1,
25,Male,3,3,
29,Male,1,1,
28,Male,1,1,3
,Male,2,0,
23,Male,1,1,
34,Male,2,0,
,Female,2,1,
23,Male,1,1,
,Female,2,1,
19,Female,1,1,
37,Male,3,2,
,Male,2,0,
22,Male,1,1,
23,Male,1,0,
23,Male,1,1,
24,Male,1,4,
19,Male,1,0,
26,Female,1,0,
27,Male,1,1,4
19,Male,1,1,
26,Male,1,0,
,Male,3,1,
30,Female,1,0,
21,Male,1,1,
31,Female,2,1,
25,Male,1,0,
26,Male,3,1,
28,Male,1,1,
,Male,2,0,
,Male,2,2,5
13,Male,1,0,
,Male,1,0,
25,Male,2,1,
23,Male,1,1,
17,Male,2,1,
24,Male,1,0,
30,Male,1,2,5
,Female,3,1,
18,Male,1,0,
23,Male,1,0,
23,Female,2,0,
31,Male,2,0,
45,Male,2,0,
,Male,1,0,
28,Male,1,1,
33,Female,2,2,5
48,Female,4,2,5
,Male,1,0,
34,Female,1,0,
20,Male,1,1,
24,Male,1,0,
19,Male,1,1,
21,Male,1,3,
,Male,1,0,
32,Female,1,1,5
24,Male,1,1,
23,Male,1,1,5
18,Male,1,1,
,Male,2,0,
,Male,1,0,
30,Female,1,0,
31,Male,1,1,
21,Male,2,1,5
29,Male,1,1,
29,Female,1,1,
34,Male,4,3,5
33,Male,1,2,
51,Male,2,1,
31,Male,1,1,
22,Female,2,2,
29,Male,1,1,
18,Male,2,4,
59,Female,2,0,
24,Female,2,0,
49,Male,2,2,3
25,Female,1,1,
32,Male,1,0,
25,Male,1,1,
,Female,2,1,
41,Female,4,1,
31,Male,1,1,
24,Female,1,1,
20,Female,1,1,
,Male,1,0,
26,Male,2,1,
23,Male,2,1,
23,Male,1,1,
29,Male,1,0,
,Female,2,0,
20,Male,1,0,
27,Female,1,0,
,Male,1,0,
37,Male,4,1,5
23,Male,1,0,
28,Male,1,2,
30,Male,1,1,
32,Male,1,0,
23,Male,2,2,
27,Male,2,0,
33,Male,3,2,5
27,Male,2,2,
,Male,2,0,
24,Female,2,1,
30,Female,1,0,
27,Male,1,0,
45,Male,2,0,
25,Male,2,4,
24,Female,1,2,
24,Female,1,2,
34,Female,2,1,
24,Female,1,1,
24,Male,1,1,
31,Female,1,0,
,Male,2,0,
19,Male,3,1,5
30,Male,3,2,5
29,Male,1,0,
20,Male,1,0,
28,Male,1,0,
76,Female,3,1,
32,Male,3,1,
27,Male,1,0,
27,Male,2,2,
30,Male,1,0,
26,Male,2,0,
28,Male,1,1,
35,Female,1,0,
28,Male,1,0,
23,Male,1,0,
23,Male,1,2,
22,Male,1,1,5
19,Female,1,1,
27,Male,1,0,
30,Male,3,2,4
,Male,2,0,
21,Male,1,1,5
31,Male,1,1,5
28,Male,1,2,
25,Male,1,0,
31,Male,1,1,5
,Female,2,0,
22,Female,1,0,
,Female,2,1,4
53,Female,1,0,
42,Male,1,1,5
22,Female,1,1,
25,Female,1,1,
36,Male,1,1,
24,Male,1,0,
22,Female,1,1,
29,Female,1,1,
27,Female,1,2,5
,Male,2,0,
32,Male,1,1,4
,Male,3,2,
19,Male,1,0,
,Male,4,1,
39,Male,1,1,
28,Male,1,1,
23,Male,1,0,
24,Female,1,2,
29,Male,3,1,
,Male,1,0,
28,Male,1,1,
37,Male,1,2,
23,Female,4,5,
21,Male,1,0,
29,Male,1,1,4
,Male,1,0,
49,Male,2,0,
21,Female,1,1,
18,Male,1,0,
31,Male,1,1,5
32,Male,4,1,
26,Female,1,2,
,Male,3,2,
30,Male,3,2,5
19,Female,1,1,
20,Male,1,2,
28,Male,1,1,
31,Male,6,1,5
28,Male,1,0,
,Male,2,0,
24,Male,1,1,4
24,Female,1,1,5
25,Male,4,0,
39,Male,1,0,
29,Male,1,1,
,Male,2,0,
21,Male,1,0,
,Male,1,0,
29,Male,3,3,4
23,Male,1,0,
,Female,1,0,
,Male,3,1,
36,Male,1,1,5
28,Male,3,1,
33,Male,3,2,4
28,Female,1,1,5
,Male,3,1,
30,Male,1,1,5
,Male,2,1,
28,Male,3,1,5
19,Male,1,0,
,Male,3,0,
16,Female,1,1,
,Male,1,0,
20,Others,1,0,
32,Male,2,1,
21,Male,1,0,
25,Female,1,0,
19,Male,1,0,
22,Male,1,1,
30,Male,1,1,4
22,Male,1,1,
24,Male,2,3,
27,Male,1,0,
23,Male,1,2,4
31,Female,3,0,
26,Male,3,3,
22,Male,1,0,
35,Male,1,0,
44,Female,1,0,
27,Male,1,2,
16,Male,1,0,
28,Male,1,1,5
31,Male,1,0,
25,Female,3,1,5
27,Male,1,2,5
24,Male,1,0,
29,Male,1,0,
44,Male,2,1,
,Male,1,0,
27,Male,1,0,
27,Male,1,5,
,Male,1,0,
32,Male,1,1,5
,Female,1,0,
35,Male,2,1,
,Male,3,0,
20,Male,1,1,
23,Female,1,1,5
48,Female,2,1,
24,Male,1,0,
,Male,1,0,
24,Male,1,1,
27,Male,1,0,
37,Male,1,0,
37,Male,1,1,
21,Male,1,0,
18,Male,2,0,
26,Female,1,1,
26,Female,2,0,
32,Male,1,1,
30,Male,3,2,
38,Male,1,1,
28,Female,1,1,
30,Male,2,3,
26,Male,1,2,
24,Female,1,0,
19,Male,1,0,
25,Male,1,1,
20,Male,1,1,
43,Male,1,1,
24,Male,1,1,
21,Female,1,0,
19,Male,1,0,
40,Male,2,0,
18,Male,1,1,
23,Female,1,1,
23,Male,1,2,
26,Male,1,1,
23,Female,1,2,
28,Male,1,0,
29,Male,1,1,
,Male,1,0,
22,Male,1,1,
21,Male,1,1,
17,Male,2,0,
31,Male,1,1,4
31,Male,2,1,
,Male,3,1,
22,Male,1,1,
21,Male,1,2,
25,Female,1,2,
,Male,2,0,
20,Female,1,0,
25,Female,1,3,
29,Male,2,0,
25,Male,2,4,
33,Male,1,2,4
21,Male,3,1,5
25,Male,1,0,
,Male,2,1,
19,Male,1,1,
,Male,1,0,
18,Male,2,1,
31,Male,1,0,
35,Male,2,2,
35,Male,4,0,
,Female,3,1,5
,Male,3,1,
26,Male,2,1,
31,Male,3,1,
31,Male,1,1,5
,Male,2,0,
40,Male,1,0,
21,Male,1,0,
17,Male,1,0,
24,Male,1,0,
24,Male,1,0,
,Male,1,0,
26,Male,1,1,
27,Male,1,0,
25,Male,4,1,
21,Male,1,1,
25,Male,2,1,5
28,Male,3,4,
25,Male,1,1,
36,Male,2,1,
,Male,1,0,
,Male,1,0,
25,Male,3,1,
,Male,2,0,
30,Male,2,1,5
,Male,2,0,
,Male,1,0,
,Male,2,1,
24,Female,1,1,
,Male,2,0,
,Male,1,0,
,Male,1,0,
18,Female,1,1,5
24,Male,1,0,
25,Male,4,3,
,Male,1,0,
24,Male,1,1,
,Female,1,0,
48,Male,1,1,
30,Male,1,0,
,Male,1,0,
,Male,1,0,
23,Male,1,0,
34,Male,3,0,
,Female,1,0,
,Male,1,0,
,Female,1,0,
,Male,1,0,
,Female,1,0,
25,Male,1,0,
29,Male,1,0,
,Male,2,0,
23,Female,1,0,
,Male,1,0,
,Male,1,0,
,Others,1,0,
,Male,1,0,
