age,gender,profiles,cases,score,Output
24,Male,2,1,4.7,3
53,Female,2,1,4.7,3
23,Male,1,1,3,1
41,Male,1,0,,6
40,Male,4,1,,3
39,Male,3,1,,1
67,Female,3,1,,1
33,Female,4,1,,1
65,Female,4,1,,1
35,Female,5,1,,3
35,Male,5,1,,3
45,Female,2,1,5,1
51,Male,2,1,5,1
36,Male,1,1,,1
21,Male,3,5,4.7,3
29,Female,3,5,4.7,3
53,Female,3,5,4.7,3
22,Male,3,5,4.7,3
22,Male,2,1,4.3,3
23,Male,2,1,4.3,3
21,Female,2,1,4.3,3
31,Male,1,2,5,1
23,Female,3,0,,1
45,Male,1,1,4.5,1
65,Male,1,0,5,3
30,Female,3,1,4.3,1
30,Male,3,1,4.3,1
74,Female,2,0,,1
27,Female,1,1,5,3
71,Male,1,0,,1
52,Female,3,1,4.5,1
84,Female,3,1,4.5,1
32,Female,1,1,4,1
42,Male,1,1,4,1
33,Male,1,1,4,1
65,Male,4,2,5,1
37,Male,4,2,5,1
32,Female,4,2,5,1
13,Female,1,0,,1
26,Female,2,4,2.8,6
52,Female,2,4,2.8,6
26,Male,3,3,4,3
49,Female,3,3,4,3
68,Female,3,3,4,3
25,Male,3,3,4,3
37,Male,2,0,,1
29,Female,2,1,1,3
40,Female,2,1,5,1
50,Male,2,2,,1
40,Female,2,2,,1
39,Male,1,1,,1
36,Male,2,1,4,1
35,Female,2,1,4,1
19,Female,2,1,,1
30,Male,2,1,,1
45,Female,4,4,4.7,1
27,Female,4,4,4.7,1
36,Male,4,4,4.7,1
,Male,4,4,4.7,1
34,Female,1,1,,3
27,Male,1,2,5,3
33,Male,3,1,4.7,3
,Male,3,1,4.7,3
26,Male,2,0,5,3
25,Female,2,0,5,3
26,Male,4,3,2.7,1
33,Male,1,0,3,1
28,Male,3,3,,1
38,Female,2,2,5,3
31,Male,2,4,3.7,3
29,Female,2,4,3.7,3
52,Female,1,1,5,3
25,Female,1,1,5,3
80,Female,1,1,5,3
29,Female,6,11,5,1
52,Female,6,11,5,1
27,Male,6,11,5,1
25,Female,6,11,5,1
80,Female,6,11,5,1
26,Female,1,3,4,1
25,Male,1,3,5,1
34,Female,1,2,,1
,Male,7,1,4.5,6
38,Male,7,1,4.5,6
,Female,7,1,4.5,6
35,Female,7,1,4.5,6
,Male,3,2,,3
62,Male,3,2,,3
,Female,2,4,3.5,3
36,Female,2,4,3.5,3
35,Male,2,4,3.5,3
24,Male,1,1,4.5,1
28,Female,2,2,5,3
28,Female,2,1,4.5,3
39,Male,1,2,4,3
26,Male,2,1,4.5,1
31,Female,3,1,3.5,1
39,Female,1,0,,3
28,Male,3,1,5,1
28,Female,3,1,5,1
16,Male,2,1,5,1
47,Male,4,0,,6
31,Male,1,2,3,1
28,Male,1,0,4,3
42,Male,1,1,5,1
26,Male,1,0,5,3
21,Male,1,1,3,1
54,Male,1,2,4,1
27,Female,1,2,4,1
24,Female,2,1,,1
27,Female,1,0,,1
29,Female,3,3,4,1
29,Male,3,3,4,1
,Female,3,3,4,1
46,Male,2,1,,1
23,Male,2,5,4.6,1
24,Female,2,5,4.6,1
24,Male,2,5,4.6,1
45,Female,2,5,4.6,1
28,Male,2,5,4.6,1
32,Male,1,2,5,1
61,Female,1,0,,1
29,Male,2,1,2.7,3
53,Female,2,1,2.7,3
62,Female,1,0,,1
50,Male,2,0,,1
29,Female,1,0,4,3
59,Female,2,0,,1
24,Female,4,1,5,3
53,Female,2,1,,1
33,Male,3,1,,1
15,Male,1,1,,1
22,Female,1,1,,1
25,Female,1,1,5,1
51,Female,1,1,5,1
59,Female,2,1,5,1
29,Male,3,2,4,1
,Male,3,2,4,1
25,Female,3,2,4,1
50,Female,1,2,5,1
19,Female,1,2,5,1
52,Female,2,1,,1
24,Male,1,0,3,6
50,Female,1,0,3,6
25,Male,1,0,3,6
26,Female,3,6,5,1
24,Female,3,6,5,1
35,Male,3,6,5,1
31,Female,1,0,,3
36,Female,1,0,,1
65,Female,1,0,,1
11,Male,1,0,,1
24,Male,2,0,5,3
36,Male,4,3,4.5,1
58,Female,4,3,4.5,1
12,Female,4,3,4.5,1
33,Female,1,0,4,3
,Female,1,0,4,3
35,Male,1,0,4,3
46,Female,3,1,5,3
26,Female,3,1,5,3
17,Male,1,1,5,1
24,Female,2,0,5,3
56,Male,4,2,5,1
54,Female,4,2,5,1
24,Male,4,2,5,1
45,Female,4,2,5,1
29,Male,4,2,5,1
51,Male,1,1,4,1
37,Male,1,1,3,1
35,Female,1,1,3,1
51,Female,3,0,5,1
34,Male,1,3,3,1
47,Female,2,5,4.5,3
50,Female,2,5,4.5,3
30,Male,2,5,4.5,3
21,Male,1,1,5,1
41,Male,2,1,5,3
34,Male,2,0,,3
26,Male,1,6,5,1
51,Female,1,1,5,3
28,Male,1,4,,3
26,Female,2,1,4.5,1
32,Male,2,1,4.5,1
,Male,2,1,4.5,1
61,Male,2,1,,1
21,Male,1,3,5,1
30,Male,4,0,5,1
,Female,4,0,5,1
29,Female,1,1,5,1
40,Male,1,1,,3
13,Female,2,1,5,1
22,Male,2,2,5,1
53,Female,2,1,4.8,3
30,Female,2,1,4.8,3
28,Female,1,0,,1
48,Male,2,0,5,3
70,Female,2,0,5,3
21,Male,2,1,4.5,1
22,Female,2,1,4.5,1
36,Male,2,1,5,1
27,Male,1,0,5,6
50,Female,1,0,5,6
25,Female,1,6,5,1
33,Female,3,1,5,1
33,Male,1,0,4.3,3
,Male,1,0,4.3,3
35,Female,1,0,4.3,3
58,Female,1,0,4.3,3
42,Female,2,1,5,3
30,Female,2,1,4,1
60,Female,2,1,4,1
41,Male,2,1,4,1
53,Male,2,1,5,1
23,Female,2,2,5,1
26,Male,2,2,5,1
43,Male,1,0,5,3
24,Male,1,4,5,1
13,Male,2,2,,1
35,Male,1,4,,1
21,Male,1,0,,1
29,Female,2,1,5,3
49,Female,2,1,5,3
59,Male,2,1,5,3
23,Female,1,2,4.5,1
36,Male,2,0,4.8,3
24,Female,2,0,4.8,3
,Female,2,0,4.8,3
21,Male,2,4,3,1
44,Male,2,4,3,1
20,Male,1,1,3.7,1
43,Male,1,1,4,3
65,Female,1,1,4,3
11,Male,1,1,4,3
58,Male,1,1,,1
28,Female,1,5,4.5,1
11,Male,3,1,,1
29,Male,1,0,3,3
19,Male,1,1,4,1
27,Male,1,3,5,1
22,Male,2,1,2.7,1
50,Female,2,1,2.7,1
27,Female,1,4,3,3
31,Male,1,4,3,3
53,Female,1,4,3,3
62,Female,1,3,,1
30,Male,1,3,,1
27,Female,1,3,,1
26,Female,2,6,5,1
43,Male,2,1,,1
28,Female,1,2,5,3
19,Male,2,1,5,1
63,Male,2,1,5,1
19,Female,2,1,5,1
55,Female,2,1,5,1
21,Female,1,1,3.6,1
11,Male,6,1,,1
34,Female,6,1,,1
26,Female,6,1,,1
28,Male,6,1,,1
,,3,0,,3
22,Female,1,1,5,1
53,Male,1,1,5,1
37,Female,2,0,5,1
32,Male,2,0,5,1
30,Female,2,2,,3
30,Male,2,2,,3
23,Female,2,2,,3
17,Female,4,0,,3
75,Male,4,0,,3
54,Male,4,0,,3
24,Female,4,0,,3
45,Female,4,0,,3
25,Female,1,1,3,3
19,Female,1,1,3,3
23,Female,1,1,3,3
41,Male,1,1,5,1
38,Female,1,1,5,1
23,Female,3,2,5,1
57,Male,3,2,5,1
65,Female,3,2,5,1
56,Female,3,2,5,1
37,Male,1,1,4.7,3
60,Female,1,0,,1
41,Male,1,0,,1
30,Female,1,2,3.5,1
33,Female,3,0,,1
72,Male,3,0,,1
35,Male,1,1,,1
30,Male,4,1,,1
44,Female,1,0,5,3
18,Male,1,1,5,1
70,Female,3,1,,1
76,Male,3,1,,1
20,Male,1,1,4.3,1
22,Male,1,1,4.3,1
21,Male,1,4,4,1
63,Female,1,0,,1
49,Female,1,1,5,3
73,Male,6,3,5,1
32,Female,6,3,5,1
27,Female,6,3,5,1
30,Male,6,3,5,1
39,Female,1,0,5,6
37,Female,1,0,,1
15,Female,1,1,4,1
32,Male,1,9,5,3
33,Male,1,2,5,3
23,Male,2,2,4,3
36,Male,2,0,5,3
24,Female,3,1,5,1
28,Female,1,1,5,3
27,Female,2,1,3,1
58,Female,2,5,,3
30,Male,2,5,,3
36,Male,2,1,5,3
66,Male,4,0,,1
39,Male,1,0,5,3
21,Female,2,1,4,1
21,Male,2,1,4,1
50,Female,3,1,5,1
42,Female,2,2,,1
22,Female,1,0,4,1
18,Male,1,4,4,1
29,Female,1,0,5,1
33,Male,1,0,5,1
30,Male,1,1,4.5,1
66,Male,4,1,5,1
32,Male,4,1,5,1
26,Female,4,1,5,1
70,Male,1,3,2.5,3
59,Female,2,3,5,3
24,Female,2,3,5,3
44,Male,2,3,5,3
26,Female,3,4,4,1
26,Male,3,4,4,1
50,Female,3,4,4,1
68,Male,2,0,,1
32,Male,3,1,5,3
24,Female,4,1,,1
58,Female,4,1,,1
24,Male,4,1,,1
33,Male,1,1,5,1
59,Male,1,0,,1
26,Male,2,2,,1
53,Female,1,0,5,6
56,Male,1,0,5,6
40,Male,1,0,5,1
28,Male,1,1,5,1
36,Female,3,1,,1
48,Male,1,3,,6
30,Female,1,3,,6
13,Male,1,3,,6
,Female,1,3,,6
63,Female,6,0,5,3
32,Male,6,0,5,3
29,Female,6,0,5,3
60,Male,6,0,5,3
54,Female,1,2,,3
23,Female,1,2,,3
33,Male,3,1,,3
31,Female,3,1,5,1
67,Male,2,0,,1
23,Female,2,1,4.7,1
53,Female,2,1,4.7,1
21,Male,2,1,4.7,1
,Female,4,4,4.9,1
27,Female,4,4,4.9,1
,Male,4,4,4.9,1
32,Male,4,4,4.9,1
45,Male,4,4,4.9,1
41,Male,1,2,,6
32,Female,1,0,5,6
32,Male,1,0,4.5,3
21,Female,2,3,5,1
29,Male,1,2,1,1
21,Male,3,2,5,1
44,Female,3,2,5,1
30,Female,1,0,5,3
35,Male,1,1,,3
61,Female,1,1,,3
26,Female,3,4,5,1
25,Male,3,4,5,1
44,Female,2,0,5,3
49,Male,2,1,5,3
,,2,1,5,3
71,Female,2,1,5,3
31,Male,1,1,4.5,1
19,Female,3,2,4.6,1
29,Female,3,2,4.6,1
28,Female,3,2,4.6,1
35,Female,1,1,5,1
38,Male,1,1,5,1
36,Female,1,1,5,1
61,Male,1,1,5,1
,Male,4,3,,1
25,Male,4,3,,1
62,Male,4,3,,1
64,Female,2,0,,1
75,Female,3,1,5,1
33,Male,1,0,5,3
26,Male,1,0,5,1
27,Male,1,0,5,1
28,Male,1,0,5,1
60,Female,1,0,5,1
62,Female,1,0,5,1
59,Female,3,4,5,1
40,Female,3,4,5,1
38,Male,3,4,5,1
36,Female,3,4,5,1
29,Male,1,0,5,1
26,Female,1,0,5,1
42,Female,1,1,,3
28,Female,2,0,5,1
29,Male,2,0,5,1
38,Female,1,1,,3
57,Female,1,1,5,1
64,Male,2,0,,1
32,Female,1,5,3,1
,Female,1,5,3,1
36,Male,1,5,3,1
69,Female,3,2,,3
45,Female,3,2,,3
25,Male,3,2,,3
55,Male,3,2,,3
22,Female,3,2,,3
24,Female,1,0,5,1
45,Female,2,0,5,1
23,Male,1,0,4,1
68,Female,1,0,,6
39,Male,1,0,,6
32,Male,1,0,5,1
18,Female,2,0,,3
15,Female,2,0,,3
80,Male,2,0,,3
39,Male,1,1,5,6
33,Female,2,1,4.5,3
37,Male,2,1,4.5,3
,Male,2,1,4.5,3
11,Male,3,0,,1
56,Female,2,1,,1
30,Female,1,1,5,1
62,Female,3,2,,1
63,Male,3,2,,1
26,Female,3,2,,1
20,Female,1,0,,1
,Female,1,2,3.6,3
27,Female,1,2,3.6,3
33,Female,1,1,5,1
29,Female,1,2,5,3
76,Male,1,0,5,1
41,Male,1,0,5,1
21,Male,1,0,4,1
41,Male,2,2,,1
32,Female,2,2,,1
23,Male,1,0,4.5,1
44,Male,1,0,4.5,1
28,Female,1,1,4.5,1
24,Male,1,0,1,1
29,Male,1,0,4,1
26,Male,1,2,5,1
52,Male,3,0,,1
16,Male,3,0,,1
80,Male,3,0,,1
22,Female,1,0,5,1
34,Male,1,0,5,1
33,Male,1,2,4.3,3
37,Male,3,1,5,1
36,Female,3,1,5,1
28,Male,1,2,1,1
24,Female,1,2,1,1
28,Female,1,1,4,1
29,Male,1,1,4,1
23,Female,1,1,4.5,1
28,Male,1,1,4.5,1
74,Male,4,4,5,1
41,Male,4,4,5,1
27,Male,1,1,3,1
35,Female,2,0,5,1
14,Male,2,0,5,1
41,Male,1,3,,1
44,Female,3,1,5,1
48,Female,1,1,5,1
24,Male,1,1,4.7,1
24,Female,1,1,4.7,1
43,Male,2,1,5,1
38,Female,2,1,4.7,1
14,Male,2,1,4.7,1
12,Female,2,1,4.7,1
18,Female,3,1,,1
30,Female,2,3,5,1
30,Male,2,3,5,1
33,Female,5,2,5,1
35,Male,5,2,5,1
33,Male,2,1,,1
16,Female,2,1,,1
40,Male,3,2,,1
38,Female,3,2,,1
32,Female,1,0,4,1
26,Female,1,0,4.5,3
19,Female,3,0,,1
40,Female,2,2,4.5,1
23,Male,2,2,4.5,1
21,Female,2,2,4.5,1
53,Female,1,0,,1
20,Male,1,0,5,1
26,Male,1,0,1,1
29,Female,1,0,4.5,1
25,Female,2,2,5,1
43,Male,2,3,,3
36,Male,2,3,,3
33,Female,2,3,,3
,Female,2,3,,3
34,Female,1,0,,1
27,Male,3,2,5,1
45,Female,3,2,5,1
37,Male,3,4,5,3
12,Female,3,4,5,3
,Male,3,4,5,3
52,Female,2,0,4,1
41,Male,3,2,,1
19,Female,3,2,,1
14,Male,3,2,,1
66,Male,2,2,5,1
24,Female,2,0,5,1
28,Male,2,0,5,1
22,Male,3,0,4.3,1
40,Female,3,0,4.3,1
31,Male,1,2,4,1
62,Male,3,1,,3
55,Female,3,1,,3
26,Male,1,4,5,3
18,Female,1,4,5,3
40,Female,1,4,5,3
,Male,2,2,,3
27,Female,2,2,,3
26,Male,1,3,5,1
21,Female,3,1,5,1
43,Female,3,1,5,1
26,Female,2,1,5,1
67,Male,2,2,,3
29,Female,3,1,,3
34,Male,3,1,,3
54,Female,2,1,5,1
61,Female,1,0,5,6
38,Male,1,0,5,6
26,Female,2,0,,3
22,Male,1,0,2,1
47,Female,3,2,4,3
27,Female,3,2,4,3
25,Male,3,2,4,3
26,Female,1,0,,3
21,Female,1,0,5,3
34,Female,1,0,4,1
34,Female,2,0,5,3
44,Male,2,0,5,3
33,Male,2,0,3,1
60,Female,1,1,5,3
61,Male,1,1,5,3
50,Female,5,1,5,1
,Male,5,1,5,1
31,Female,5,1,5,1
36,Male,2,0,4,1
38,Male,2,1,5,1
40,Male,1,1,5,1
31,Female,1,0,5,1
36,Male,1,0,5,1
20,Male,1,0,4.5,1
47,Female,1,0,4.5,1
46,Male,1,1,5,1
21,Male,1,1,2,1
26,Female,1,1,2,1
26,Male,1,1,2,1
63,Male,1,0,5,1
57,Female,2,1,,1
29,Female,1,0,4,1
36,Female,2,0,,1
32,Male,2,2,5,1
39,Female,3,1,4,1
41,Male,3,1,4,1
55,Female,1,0,3,1
33,Female,1,0,3,1
,Male,3,3,3.5,3
55,Male,3,3,3.5,3
,Female,3,3,3.5,3
29,Male,3,3,3.5,3
27,Female,1,0,1,1
32,Male,1,2,4.5,1
20,Female,1,1,1,1
53,Female,1,1,1,1
26,Female,1,0,4,1
27,Male,1,0,4,1
36,Female,1,2,,3
42,Female,1,1,5,1
46,Male,1,0,5,1
36,Female,2,0,1,1
,Male,2,0,1,1
36,Male,2,0,1,1
32,Male,4,0,,1
53,Male,5,1,5,1
28,Male,5,1,5,1
25,Female,4,2,5,1
26,Male,4,2,5,1
21,Male,3,1,5,1
18,Male,1,0,5,1
,,4,0,,3
36,Male,2,0,5,1
19,Male,1,3,3,1
21,Male,1,0,4.5,1
21,Female,1,0,4.5,1
19,Female,1,1,5,1
56,Female,3,1,5,1
32,Female,3,1,5,1
18,Female,3,1,5,1
38,Female,3,1,5,1
43,Male,3,1,5,1
20,Male,3,1,5,1
18,Female,1,0,,1
21,Male,4,3,,3
48,Female,4,3,,3
50,Male,4,3,,3
29,Female,3,0,,3
75,Male,1,0,5,3
50,Male,1,0,5,3
48,Male,1,0,,1
46,Female,1,1,5,1
90,Male,2,1,,3
59,Male,2,1,,3
25,Male,1,1,4,1
65,Male,1,1,4,1
24,Male,1,0,3,1
24,Male,1,0,4.5,1
32,Male,1,0,4,1
28,Male,1,3,5,1
,Male,1,1,,1
26,Female,1,6,5,3
25,Female,1,1,,3
29,Male,1,4,,3
32,Female,1,4,,3
30,Male,1,4,,3
33,Male,3,1,5,1
55,Female,3,1,5,1
56,Female,3,2,,1
24,Male,1,0,5,1
59,Male,1,2,5,1
50,Female,2,0,5,1
14,Female,2,0,5,1
25,Male,2,1,,1
29,Male,2,5,3.7,3
27,Male,2,5,3.7,3
69,Male,2,0,4,1
42,Male,1,0,5,3
29,Male,2,2,,1
31,Male,2,2,,1
56,Male,2,2,,1
39,Male,1,1,4,1
28,Male,1,1,3.4,1
33,Male,1,1,3.4,1
26,Female,1,1,3.4,1
20,Male,1,1,5,1
24,Male,2,2,5,1
51,Female,2,2,5,1
54,Female,2,1,5,3
33,Male,1,2,,1
43,Male,2,0,5,1
62,Male,2,0,5,1
55,Female,2,0,5,1
21,Female,1,0,5,1
26,Male,1,0,4.5,1
35,Male,1,0,5,1
15,Male,1,0,3,1
13,Female,1,1,5,1
63,Male,1,1,5,1
39,Female,4,3,,3
40,Male,4,3,,3
70,Male,4,3,,3
13,Female,4,3,,3
41,Female,1,1,5,1
18,Female,1,1,5,1
75,Male,1,0,,1
43,Female,1,0,,1
24,Male,3,0,5,1
18,Female,3,0,5,1
51,Male,3,0,5,1
19,Female,3,0,5,1
31,Male,1,0,5,1
27,Female,3,1,5,3
33,Male,3,1,5,3
21,Female,3,1,5,3
45,Female,3,1,5,3
52,Male,3,1,5,3
22,Female,3,1,5,3
29,Male,3,1,5,3
42,Male,2,0,,1
23,Male,2,1,5,1
73,Female,2,3,5,1
20,Male,2,3,5,1
18,Male,1,0,,6
24,Female,1,0,,6
50,Female,1,0,,6
15,Female,2,1,,1
18,Female,2,1,,1
49,Female,2,1,,1
54,Male,2,1,,1
30,Female,1,1,3,1
22,Male,3,2,,3
50,Female,3,2,,3
23,Female,3,2,,3
80,Male,1,0,,1
50,Male,1,0,4,1
45,Female,1,0,4,1
,Male,1,0,4,1
29,Male,2,1,,3
35,Male,1,1,4.3,1
43,Male,1,0,5,1
18,Male,3,0,,1
40,Male,3,1,,1
31,Female,3,0,,1
,Male,1,0,4.5,1
41,Female,1,0,4.5,1
18,Male,2,2,4,1
19,Female,2,2,4,1
24,Female,2,0,3,1
20,Female,3,1,,1
69,Male,3,0,,1
32,Male,3,0,,1
44,Male,1,1,,3
29,Female,1,0,5,3
21,Female,1,0,4,1
60,Male,3,2,,1
60,Female,3,2,,1
16,Female,1,1,5,1
19,Male,1,0,4.5,1
,Male,1,0,,3
57,Female,1,1,4.7,1
63,Male,1,1,4.7,1
29,Female,1,1,4.7,1
30,Male,1,1,4.7,1
29,Male,1,1,4.7,1
53,Male,3,2,1,1
48,Female,3,2,1,1
29,Male,3,2,1,1
24,Female,3,2,1,1
42,Male,2,3,5,1
35,Female,1,0,,1
27,Female,3,1,5,1
63,Male,3,0,,1
,Female,4,1,5,1
40,Male,4,1,5,1
13,Male,4,1,5,1
38,Female,4,1,5,1
21,Male,1,0,5,1
55,Female,1,1,,1
28,Male,1,0,4,1
52,Male,1,1,5,1
29,Male,2,1,4.8,1
55,Female,2,1,4.8,1
,Male,2,1,4.8,1
20,Male,2,1,4.8,1
31,Male,2,1,4.8,1
28,Female,2,1,4.8,1
34,Female,2,1,4.8,1
32,Female,2,1,4.8,1
30,Male,2,1,4.8,1
30,Female,1,0,5,1
72,Male,1,0,,1
49,Female,1,0,,1
61,Male,2,0,,1
23,Male,1,2,4,3
56,Female,1,2,4,3
,Male,2,1,3.7,1
34,Female,2,1,3.7,1
36,Male,2,1,3.7,1
25,Male,1,1,4.5,1
27,Male,1,1,4.5,1
30,Female,1,2,5,1
52,Male,3,1,,1
32,Female,3,1,,1
75,Male,2,3,,1
55,Female,2,3,,1
31,Male,2,3,,1
74,Male,2,3,,1
60,Female,2,3,,1
16,Female,2,1,5,1
44,Male,1,1,5,1
54,Male,2,0,,3
21,Male,2,2,5,1
21,Female,2,0,4.5,1
29,Male,2,0,,3
66,Male,1,0,,1
66,Female,2,2,5,3
70,Male,2,2,5,3
22,Female,2,2,5,3
37,Male,2,2,5,3
31,Female,5,1,,1
34,Male,5,1,,1
27,Male,2,0,5,1
25,Male,1,1,4.5,3
19,Male,1,0,4.3,1
62,Male,1,0,4.3,1
50,Female,1,0,4.3,1
29,Female,1,0,,3
34,Female,3,2,5,1
37,Male,3,2,5,1
34,Male,2,1,,3
27,Male,1,1,1,3
24,Female,1,1,1,3
50,Female,2,1,,1
90,Female,3,1,,1
36,Male,1,1,5,3
21,Male,1,2,,1
22,Male,1,2,,1
24,Female,1,2,,1
20,Male,1,2,,3
21,Male,1,2,,3
26,Female,3,0,,1
51,Male,2,0,,1
36,Female,3,2,,1
82,Male,2,0,,1
65,Male,1,1,,1
25,Female,4,3,5,1
35,Male,4,3,5,1
,Female,4,3,5,1
58,Male,1,0,,1
39,Female,1,0,,1
38,Female,1,1,5,6
41,Male,1,1,5,6
60,Male,1,1,5,3
35,Female,2,2,5,1
20,Male,2,0,,1
27,Male,2,0,,3
26,Male,2,1,4,1
56,Female,2,2,,3
23,Male,1,0,4,3
25,Male,1,1,3,1
49,Female,3,2,,1
47,Female,3,2,,1
75,Female,3,2,,1
57,Male,4,1,5,1
26,Male,4,1,5,1
50,Female,2,1,5,1
75,Female,2,1,5,1
53,Female,1,1,5,1
25,Male,1,3,4.5,1
24,Female,1,3,4.5,1
18,Female,2,0,,1
28,Male,1,0,2,1
46,Female,2,1,5,1
23,Male,1,0,3,3
39,Female,2,1,,3
36,Female,2,0,5,1
61,Male,2,2,5,1
40,Male,2,2,5,1
15,Male,2,2,5,1
42,Female,2,2,5,1
33,Female,1,3,,1
,Male,1,3,,1
35,Male,1,3,,1
62,Male,1,0,4,1
28,Male,1,2,5,1
30,Female,1,1,4.3,1
31,Female,4,1,,1
,Female,1,2,1,1
64,Male,1,2,1,1
34,Male,1,2,1,1
47,Female,1,0,4,1
28,Female,1,0,4,1
42,Male,5,2,3,3
11,Male,5,2,3,3
58,Female,1,0,5,1
61,Male,3,1,,1
58,Male,2,1,,1
38,Female,1,0,,1
37,Male,2,0,,3
43,Female,1,0,5,1
30,Female,3,2,5,1
52,Male,2,2,4,1
60,Male,1,2,4,1
30,Female,3,4,5,1
31,Male,3,2,,1
42,Female,1,11,4,1
59,Female,3,1,,1
36,Male,3,1,,1
26,Female,1,1,4.3,1
26,Male,1,1,4.3,1
18,Female,1,0,5,1
32,Male,2,0,,3
65,Female,1,1,5,1
26,Female,4,1,,1
29,Male,4,1,,1
20,Female,1,0,5,1
21,Female,1,1,3,1
39,Male,3,2,,1
68,Female,3,2,,1
68,Male,3,2,,1
22,Female,2,0,5,1
61,Female,1,0,5,1
11,Male,5,3,,1
40,Male,5,3,,1
26,Female,3,5,,3
50,Female,3,5,,3
20,Female,2,0,,1
34,Male,1,1,,1
31,Male,5,3,,1
25,Male,5,3,,1
26,Female,5,3,,1
50,Male,3,0,5,1
30,Male,3,0,5,1
28,Female,3,0,5,1
,Male,3,0,5,1
21,Female,3,0,5,1
48,Female,3,0,5,1
54,Female,3,1,5,1
32,Female,1,0,5,1
,Female,1,0,5,1
59,Male,1,0,5,1
32,Male,1,3,5,1
11,Female,3,2,5,3
42,Male,3,2,5,3
24,Male,1,0,4,1
,Female,1,1,5,1
37,Female,2,0,3,1
76,Female,2,0,,1
58,Male,2,0,,1
19,Male,2,0,,1
26,Male,2,0,,1
36,Male,3,3,,1
59,Male,3,3,,1
56,Female,3,3,,1
35,Female,3,3,,1
64,Male,4,0,4.5,1
50,Female,4,0,4.5,1
25,Female,1,2,,3
34,Female,1,3,5,3
21,Female,1,0,,1
60,Male,2,5,4,1
27,Male,2,5,4,1
46,Male,3,1,,1
54,Male,1,1,,3
36,Female,1,1,4,1
38,Male,1,1,4,1
37,Male,1,0,3,1
38,Male,2,1,,1
77,Male,2,1,,1
,Female,2,0,4,1
29,Female,4,4,,1
70,Female,4,4,,1
51,Female,4,4,,1
46,Male,2,2,,3
17,Male,2,2,,3
45,Female,2,2,,3
58,Female,2,0,,1
66,Male,1,1,,1
31,Male,1,3,5,1
25,Female,1,2,5,1
56,Female,1,2,5,1
30,Male,1,2,5,1
70,Male,1,2,5,1
18,Female,2,0,5,1
52,Female,2,1,5,1
24,Female,1,0,,3
67,Male,1,2,,1
29,Male,1,0,1,1
29,Female,2,0,5,1
57,Male,2,3,5,1
29,Male,2,3,5,1
50,Female,2,3,5,1
14,Female,1,0,5,3
,Male,1,0,5,1
57,Female,1,0,,1
29,Female,2,2,,3
58,Female,2,2,,3
20,Female,5,2,,3
15,Female,5,2,,3
17,Male,5,2,,3
40,Female,5,2,,3
70,Male,3,3,5,3
36,Female,3,3,5,3
31,Male,1,1,,3
48,Male,1,0,,3
88,Male,3,0,,3
80,Female,3,0,,3
50,Male,3,0,,3
25,Male,1,2,,1
38,Male,1,0,1,1
,Male,4,1,,1
25,Female,5,2,,1
,Male,5,2,,1
32,Female,5,2,,1
24,Female,1,2,5,1
62,Female,2,0,,1
22,Male,1,0,4.5,1
24,Male,2,0,,3
45,Female,1,0,5,1
60,Female,3,1,1,1
25,Female,3,1,1,1
25,Male,3,2,5,1
23,Male,2,2,5,1
38,Male,2,2,5,1
55,Male,2,2,5,1
36,Male,7,1,,1
,Male,7,1,,1
36,Male,4,4,,3
,Male,4,4,,3
,Female,4,4,,3
57,Female,3,3,,1
26,Female,3,3,,1
25,Male,3,3,,1
,Male,5,3,,3
68,Female,5,3,,3
12,Female,5,3,,3
32,Female,1,0,,3
34,Female,1,0,5,1
25,Female,2,0,,3
32,Female,1,1,5,1
57,Male,2,1,,1
44,Male,1,0,5,1
60,Male,1,1,,1
34,Female,2,2,,1
65,Male,2,2,,1
26,Male,3,1,,3
73,Male,3,3,5,3
22,Female,1,2,,1
35,Female,1,0,5,1
31,Female,1,2,,3
25,Female,1,0,4,1
,Female,1,2,,1
61,Female,1,2,,1
59,Female,2,0,5,1
33,Male,2,0,5,1
66,Male,2,0,5,1
31,Female,2,0,5,1
25,Female,1,4,,3
42,Male,3,1,,1
70,Male,1,1,,1
30,Female,1,1,,3
,Female,2,0,5,1
29,Female,3,0,,6
,Female,3,0,,6
58,Male,3,0,,6
52,Female,3,0,,6
19,Female,1,0,,1
65,Male,1,2,,1
38,Male,1,2,,1
44,Male,3,1,,1
27,Female,2,1,,3
81,Male,2,0,,1
30,Male,3,1,,3
60,Male,3,1,,3
58,Female,3,1,,3
64,Male,3,1,,3
45,Male,4,1,,3
36,Female,4,1,,3
,Male,4,1,,3
27,Female,4,1,,3
52,Male,2,0,,3
20,Female,1,0,,3
33,Male,3,4,,1
31,Female,3,4,,1
,Female,3,4,,1
50,Male,3,4,,1
31,Female,3,2,,1
27,Male,4,2,,1
85,Male,4,2,,1
75,Female,4,2,,1
63,Female,2,0,,1
52,Female,3,2,,3
75,Female,3,2,,3
20,Male,3,2,,3
76,Female,3,2,,3
29,Female,1,2,,1
34,Female,7,0,,1
34,Male,7,0,,1
60,Female,7,0,,1
30,Female,3,2,,3
70,Male,3,2,,3
25,Male,5,4,,1
24,Female,5,4,,1
45,Male,5,4,,1
59,Male,5,4,,1
25,Male,3,2,,1
60,Male,3,1,,1
51,Male,3,1,,1
60,Female,2,1,,1
70,Male,2,1,,1
